datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,date,time,month,hour,weekday_no
2011-01-02 01:00:00,1,0,0,2,18.04,21.97,94,16.9979,1,16,17,11010210.,01AM00.,01,01,7
2011-01-02 02:00:00,1,0,0,2,17.22,21.21,100,19.0012,1,8,9,11010210.,02AM00.,01,02,7
2011-01-02 03:00:00,1,0,0,2,18.86,22.725,94,12.998,2,4,6,11010210.,03AM00.,01,03,7
2011-01-02 04:00:00,1,0,0,2,18.86,22.725,94,12.998,2,1,3,11010210.,04AM00.,01,04,7
2011-01-02 06:00:00,1,0,0,3,17.22,21.21,77,19.9995,0,2,2,11010210.,06AM00.,01,06,7
2011-01-02 07:00:00,1,0,0,2,16.4,20.455,76,12.998,0,1,1,11010210.,07AM00.,01,07,7
2011-01-02 08:00:00,1,0,0,3,16.4,20.455,71,15.0013,0,8,8,11010210.,08AM00.,01,08,7
2011-01-02 09:00:00,1,0,0,2,15.58,19.695,76,15.0013,1,19,20,11010210.,09AM00.,01,09,7
2011-01-02 10:00:00,1,0,0,2,14.76,17.425,81,15.0013,7,46,53,11010210.,10AM00.,01,10,7
2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,16,54,70,11010210.,11AM00.,01,11,7
2011-01-02 12:00:00,1,0,0,2,14.76,16.665,66,19.9995,20,73,93,11010210.,12PM00.,01,12,7
2011-01-02 13:00:00,1,0,0,2,14.76,17.425,66,8.9981,11,64,75,11010210.,01PM00.,01,13,7
2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,4,55,59,11010210.,02PM00.,01,14,7
2011-01-02 15:00:00,1,0,0,3,13.94,16.665,81,11.0014,19,55,74,11010210.,03PM00.,01,15,7
2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,9,67,76,11010210.,04PM00.,01,16,7
2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,7,58,65,11010210.,05PM00.,01,17,7
2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,10,43,53,11010210.,06PM00.,01,18,7
2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,1,29,30,11010210.,07PM00.,01,19,7
2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,5,17,22,11010210.,08PM00.,01,20,7
2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,11,20,31,11010210.,09PM00.,01,21,7
2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,0,9,9,11010210.,10PM00.,01,22,7
2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,0,8,8,11010210.,11PM00.,01,23,7
2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,0,5,5,11010310.,12AM00.,01,00,1
2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,0,2,2,11010310.,01AM00.,01,01,1
2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,0,1,1,11010310.,04AM00.,01,04,1
2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,0,3,3,11010310.,05AM00.,01,05,1
2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,0,30,30,11010310.,06AM00.,01,06,1
2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,1,63,64,11010310.,07AM00.,01,07,1
2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,1,153,154,11010310.,08AM00.,01,08,1
2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,7,81,88,11010310.,09AM00.,01,09,1
2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,11,33,44,11010310.,10AM00.,01,10,1
2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,10,41,51,11010310.,11AM00.,01,11,1
2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,13,48,61,11010310.,12PM00.,01,12,1
2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,8,53,61,11010310.,01PM00.,01,13,1
2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,11,66,77,11010310.,02PM00.,01,14,1
2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,14,58,72,11010310.,03PM00.,01,15,1
2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,9,67,76,11010310.,04PM00.,01,16,1
2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,11,146,157,11010310.,05PM00.,01,17,1
2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,9,148,157,11010310.,06PM00.,01,18,1
2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,8,102,110,11010310.,07PM00.,01,19,1
2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,3,49,52,11010310.,08PM00.,01,20,1
2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,3,49,52,11010310.,09PM00.,01,21,1
2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,20,20,11010310.,10PM00.,01,22,1
2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,1,11,12,11010310.,11PM00.,01,23,1
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0,5,5,11010410.,12AM00.,01,00,2
2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,0,2,2,11010410.,01AM00.,01,01,2
2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0,1,1,11010410.,02AM00.,01,02,2
2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0,2,2,11010410.,04AM00.,01,04,2
2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0,4,4,11010410.,05AM00.,01,05,2
2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0,36,36,11010410.,06AM00.,01,06,2
2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,2,92,94,11010410.,07AM00.,01,07,2
2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2,177,179,11010410.,08AM00.,01,08,2
2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2,98,100,11010410.,09AM00.,01,09,2
2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,5,37,42,11010410.,10AM00.,01,10,2
2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7,50,57,11010410.,11AM00.,01,11,2
2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12,66,78,11010410.,12PM00.,01,12,2
2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18,79,97,11010410.,01PM00.,01,13,2
2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9,54,63,11010410.,02PM00.,01,14,2
2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17,48,65,11010410.,03PM00.,01,15,2
2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15,68,83,11010410.,04PM00.,01,16,2
2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10,202,212,11010410.,05PM00.,01,17,2
2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3,179,182,11010410.,06PM00.,01,18,2
2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2,110,112,11010410.,07PM00.,01,19,2
2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1,53,54,11010410.,08PM00.,01,20,2
2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0,48,48,11010410.,09PM00.,01,21,2
2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1,34,35,11010410.,10PM00.,01,22,2
2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2,9,11,11010410.,11PM00.,01,23,2
2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0,6,6,11010510.,12AM00.,01,00,3
2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,6,6,11010510.,01AM00.,01,01,3
2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2,11010510.,02AM00.,01,02,3
2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2,11010510.,04AM00.,01,04,3
2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3,11010510.,05AM00.,01,05,3
2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33,11010510.,06AM00.,01,06,3
2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88,11010510.,07AM00.,01,07,3
2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195,11010510.,08AM00.,01,08,3
2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115,11010510.,09AM00.,01,09,3
2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57,11010510.,10AM00.,01,10,3
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46,11010510.,11AM00.,01,11,3
2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79,11010510.,12PM00.,01,12,3
2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71,11010510.,01PM00.,01,13,3
2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62,11010510.,02PM00.,01,14,3
2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62,11010510.,03PM00.,01,15,3
2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89,11010510.,04PM00.,01,16,3
2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190,11010510.,05PM00.,01,17,3
2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169,11010510.,06PM00.,01,18,3
2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132,11010510.,07PM00.,01,19,3
2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89,11010510.,08PM00.,01,20,3
2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43,11010510.,09PM00.,01,21,3
2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42,11010510.,10PM00.,01,22,3
2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1,18,19,11010510.,11PM00.,01,23,3
2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0,11,11,11010610.,12AM00.,01,00,4
2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0,4,4,11010610.,01AM00.,01,01,4
2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0,2,2,11010610.,02AM00.,01,02,4
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1,11010610.,04AM00.,01,04,4
2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4,11010610.,05AM00.,01,05,4
2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36,11010610.,06AM00.,01,06,4
2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0,95,95,11010610.,07AM00.,01,07,4
2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3,216,219,11010610.,08AM00.,01,08,4
2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6,116,122,11010610.,09AM00.,01,09,4
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3,42,45,11010610.,10AM00.,01,10,4
2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59,11010610.,11AM00.,01,11,4
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6,78,84,11010610.,12PM00.,01,12,4
2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67,11010610.,01PM00.,01,13,4
2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70,11010610.,02PM00.,01,14,4
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8,54,62,11010610.,03PM00.,01,15,4
2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86,11010610.,04PM00.,01,16,4
2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172,11010610.,05PM00.,01,17,4
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163,11010610.,06PM00.,01,18,4
2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112,11010610.,07PM00.,01,19,4
2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69,11010610.,08PM00.,01,20,4
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,11010610.,09PM00.,01,21,4
2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52,11010610.,10PM00.,01,22,4
2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23,11010610.,11PM00.,01,23,4
2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17,11010710.,12AM00.,01,00,5
2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7,11010710.,01AM00.,01,01,5
2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1,11010710.,02AM00.,01,02,5
2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0,1,1,11010710.,04AM00.,01,04,5
2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0,5,5,11010710.,05AM00.,01,05,5
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8,26,34,11010710.,06AM00.,01,06,5
2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8,76,84,11010710.,07AM00.,01,07,5
2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20,190,210,11010710.,08AM00.,01,08,5
2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134,11010710.,09AM00.,01,09,5
2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16,47,63,11010710.,10AM00.,01,10,5
2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19,48,67,11010710.,11AM00.,01,11,5
2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59,11010710.,12PM00.,01,12,5
2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9,64,73,11010710.,01PM00.,01,13,5
2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7,43,50,11010710.,02PM00.,01,14,5
2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72,11010710.,03PM00.,01,15,5
2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5,82,87,11010710.,04PM00.,01,16,5
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9,178,187,11010710.,05PM00.,01,17,5
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123,11010710.,06PM00.,01,18,5
2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3,92,95,11010710.,07PM00.,01,19,5
2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1,50,51,11010710.,08PM00.,01,20,5
2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39,11010710.,09PM00.,01,21,5
2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2,34,36,11010710.,10PM00.,01,22,5
2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1,14,15,11010710.,11PM00.,01,23,5
2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1,24,25,11010810.,12AM00.,01,00,6
2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16,11010810.,01AM00.,01,01,6
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3,13,16,11010810.,02AM00.,01,02,6
2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,7,7,11010810.,03AM00.,01,03,6
2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,1,1,11010810.,04AM00.,01,04,6
2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5,11010810.,05AM00.,01,05,6
2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,2,2,11010810.,06AM00.,01,06,6
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1,8,9,11010810.,07AM00.,01,07,6
2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,15,15,11010810.,08AM00.,01,08,6
2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,20,20,11010810.,09AM00.,01,09,6
2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5,56,61,11010810.,10AM00.,01,10,6
2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2,60,62,11010810.,11AM00.,01,11,6
2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8,90,98,11010810.,12PM00.,01,12,6
2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7,95,102,11010810.,01PM00.,01,13,6
2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12,83,95,11010810.,02PM00.,01,14,6
2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5,69,74,11010810.,03PM00.,01,15,6
2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8,68,76,11010810.,04PM00.,01,16,6
2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69,11010810.,05PM00.,01,17,6
2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3,52,55,11010810.,06PM00.,01,18,6
2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4,26,30,11010810.,07PM00.,01,19,6
2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0,28,28,11010810.,08PM00.,01,20,6
2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2,35,37,11010810.,09PM00.,01,21,6
2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1,33,34,11010810.,10PM00.,01,22,6
2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22,11010810.,11PM00.,01,23,6
2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25,11010910.,12AM00.,01,00,7
2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0,12,12,11010910.,01AM00.,01,01,7
2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0,11,11,11010910.,02AM00.,01,02,7
2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0,4,4,11010910.,03AM00.,01,03,7
2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,11010910.,04AM00.,01,04,7
2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,11010910.,05AM00.,01,05,7
2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1,11010910.,06AM00.,01,06,7
2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,1,5,6,11010910.,07AM00.,01,07,7
2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,10,10,11010910.,08AM00.,01,08,7
2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0,19,19,11010910.,09AM00.,01,09,7
2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0,49,49,11010910.,10AM00.,01,10,7
2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,2,47,49,11010910.,11AM00.,01,11,7
2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83,11010910.,12PM00.,01,12,7
2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75,11010910.,01PM00.,01,13,7
2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,8,64,72,11010910.,02PM00.,01,14,7
2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,5,77,82,11010910.,03PM00.,01,15,7
2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13,79,92,11010910.,04PM00.,01,16,7
2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3,59,62,11010910.,05PM00.,01,17,7
2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4,44,48,11010910.,06PM00.,01,18,7
2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41,11010910.,07PM00.,01,19,7
2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38,11010910.,08PM00.,01,20,7
2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1,19,20,11010910.,09PM00.,01,21,7
2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5,10,15,11010910.,10PM00.,01,22,7
2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0,6,6,11010910.,11PM00.,01,23,7
2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2,3,5,11011010.,12AM00.,01,00,1
2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1,0,1,11011010.,01AM00.,01,01,1
2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,3,3,11011010.,02AM00.,01,02,1
2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,1,1,11011010.,03AM00.,01,03,1
2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1,2,3,11011010.,04AM00.,01,04,1
2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0,3,3,11011010.,05AM00.,01,05,1
2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0,31,31,11011010.,06AM00.,01,06,1
2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,2,75,77,11011010.,07AM00.,01,07,1
2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,4,184,188,11011010.,08AM00.,01,08,1
2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2,92,94,11011010.,09AM00.,01,09,1
2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,0,31,31,11011010.,10AM00.,01,10,1
2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,2,28,30,11011010.,11AM00.,01,11,1
2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,5,47,52,11011010.,12PM00.,01,12,1
2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,4,50,54,11011010.,01PM00.,01,13,1
2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0,47,47,11011010.,02PM00.,01,14,1
2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,2,43,45,11011010.,03PM00.,01,15,1
2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,4,70,74,11011010.,04PM00.,01,16,1
2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,4,174,178,11011010.,05PM00.,01,17,1
2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,1,154,155,11011010.,06PM00.,01,18,1
2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,3,92,95,11011010.,07PM00.,01,19,1
2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,1,73,74,11011010.,08PM00.,01,20,1
2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,1,37,38,11011010.,09PM00.,01,21,1
2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,2,22,24,11011010.,10PM00.,01,22,1
2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,18,18,11011010.,11PM00.,01,23,1
2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,2,10,12,11011110.,12AM00.,01,00,2
2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,3,3,11011110.,01AM00.,01,01,2
2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,0,3,3,11011110.,02AM00.,01,02,2
